"result_@id","result_@score","result_info_authors_author_@pid","result_info_authors_author_text","result_info_doi","result_info_ee","result_info_key","result_info_number","result_info_pages","result_info_publisher","result_info_title","result_info_type","result_info_url","result_info_venue","result_info_volume","result_info_year","result_url"
"539308","2","t/JeffreyJPTsai","Jeffrey J. P. Tsai","10.1109/BIBE.2018.00055","https://doi.org/10.1109/BIBE.2018.00055","conf/bibe/YenCCT18","","251-254","","Quantitative Analysis of ECI2 Expression from RNA-Seq for Breast Cancer Gene Signatures.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibe/YenCCT18","BIBE","","2018","URL#539308"
"539366","2","83/2679","Qiao Pan","10.1109/BIBM.2018.8621479","http://doi.ieeecomputersociety.org/10.1109/BIBM.2018.8621479","conf/bibm/ChenQP18","","983-988","","Breast Cancer Classification with Electronic Medical Records Using Hierarchical Attention Bidirectional Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/ChenQP18","BIBM","","2018","URL#539366"
"539468","2","63/3502","Iman Hajirasouliha","10.1109/BIBM.2018.8621307","http://doi.ieeecomputersociety.org/10.1109/BIBM.2018.8621307","conf/bibm/JannesariHAKETH18","","2405-2412","","Breast Cancer Histopathological Image Classification - A Deep Learning Approach.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/JannesariHAKETH18","BIBM","","2018","URL#539468"
"539747","2","10/1849","Fa Zhang","10.1109/BIBM.2018.8621429","http://doi.ieeecomputersociety.org/10.1109/BIBM.2018.8621429","conf/bibm/YanRWWRLRZZ18","","957-962","","A Hybrid Convolutional and Recurrent Deep Neural Network for Breast Cancer Pathological Image Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/YanRWWRLRZZ18","BIBM","","2018","URL#539747"
"539748","2","62/350","Tianhai Tian","10.1109/BIBM.2018.8621548","http://doi.ieeecomputersociety.org/10.1109/BIBM.2018.8621548","conf/bibm/YanWHT18","","2174-2181","","Inference of protein-protein networks for triple-negative breast cancer using single-patient proteomic data.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/YanWHT18","BIBM","","2018","URL#539748"
"540486","2","234/2879","Abu Saleh Abdullah","10.1109/BIGDATA.2018.8622028","https://doi.org/10.1109/BigData.2018.8622028","conf/bigdataconf/KabirLA18","","2433-2441","","Rule Discovery from Breast Cancer Risk Factors using Association Rule Mining.","Conference and Workshop Papers","https://dblp.org/rec/conf/bigdataconf/KabirLA18","BigData","","2018","URL#540486"
"541135","2","63/3515","Dorit Merhof","10.1007/978-3-662-56537-7_61","https://doi.org/10.1007/978-3-662-56537-7_61","conf/bildmed/HaarburgerLTSTS18","","216-221","","Transfer Learning for Breast Cancer Malignancy Classification based on Dynamic Contrast-Enhanced MR Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/bildmed/HaarburgerLTSTS18","Bildverarbeitung für die Medizin","","2018","URL#541135"
"541144","2","133/0183","Klaus Hermann Maier-Hein","10.1007/978-3-662-56537-7_32","https://doi.org/10.1007/978-3-662-56537-7_32","conf/bildmed/JaegerBLLHKPBRD18","","73","","Abstract - Revealing Hidden Potentials of the q-Space Signal in Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/bildmed/JaegerBLLHKPBRD18","Bildverarbeitung für die Medizin","","2018","URL#541144"
"541299","2","58/11176","Muhammad Awais Bin Altaf","10.1109/BIOCAS.2018.8584762","https://doi.org/10.1109/BIOCAS.2018.8584762","conf/biocas/MajeedIKA18","","1-4","","A Portable Thermogram based Non-contact Non-invasive Early Breast-Cancer Screening Device.","Conference and Workshop Papers","https://dblp.org/rec/conf/biocas/MajeedIKA18","BioCAS","","2018","URL#541299"
"541309","2","59/9102","Takamaro Kikkawa","10.1109/BIOCAS.2018.8584760","https://doi.org/10.1109/BIOCAS.2018.8584760","conf/biocas/MasuiTSMOMIK18","","1-4","","Gaussian Monocycle Pulse Generator with Calibration Circuit for Breast Cancer Detection.","Conference and Workshop Papers","https://dblp.org/rec/conf/biocas/MasuiTSMOMIK18","BioCAS","","2018","URL#541309"
"541896","2","10/5692","Brock C. Christensen","10.5220/0006636401400145","https://doi.org/10.5220/0006636401400145","conf/biostec/TitusBC18","","140-145","","A New Dimension of Breast Cancer Epigenetics - Applications of Variational Autoencoders with DNA Methylation.","Conference and Workshop Papers","https://dblp.org/rec/conf/biostec/TitusBC18","BIOINFORMATICS","","2018","URL#541896"
"543981","2","140/9967","Jerry Osagie Ebalunode","10.1007/978-3-030-16205-4_3","https://doi.org/10.1007/978-3-030-16205-4_3","conf/carla/Guillen-RondonR18","","33-40","","Breast Cancer Classification - A Deep Learning Approach for Digital Pathology.","Conference and Workshop Papers","https://dblp.org/rec/conf/carla/Guillen-RondonR18","CARLA","","2018","URL#543981"
"545286","2","81/3","Chen Zhao","10.1109/CCIS.2018.8691355","https://doi.org/10.1109/CCIS.2018.8691355","conf/ccis/PangLWZ18","","381-385","","Using Transfer Learning to Detect Breast Cancer without Network Training.","Conference and Workshop Papers","https://dblp.org/rec/conf/ccis/PangLWZ18","CCIS","","2018","URL#545286"
"557872","2","134/9904","Arnav Bhavsar","10.1109/CVPRW.2018.00302","http://openaccess.thecvf.com/content_cvpr_2018_workshops/w44/html/Gupta_Sequential_Modeling_of_CVPR_2018_paper.html","conf/cvpr/GuptaB18","","2254-2261","","Sequential Modeling of Deep Features for Breast Cancer Histopathological Image Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/cvpr/GuptaB18","CVPR Workshops","","2018","URL#557872"
"559868","2","258/4549","Fida&apos;a Al-Shami","10.1145/3368691.3368703","https://doi.org/10.1145/3368691.3368703","conf/data2/Al-ShargabiA18","","12:1-12:6","","An experimental study for breast cancer prediction algorithms.","Conference and Workshop Papers","https://dblp.org/rec/conf/data2/Al-ShargabiA18","DATA","","2018","URL#559868"
"560575","2","13/3107","Klaus Hofmann","10.1109/DDECS.2018.00034","https://doi.org/10.1109/DDECS.2018.00034","conf/ddecs/FaragMEH18","","153-157","","Integrated Sensors for Early Breast Cancer Diagnostics.","Conference and Workshop Papers","https://dblp.org/rec/conf/ddecs/FaragMEH18","DDECS","","2018","URL#560575"
"566356","2","86/4268","Brigitte Séroussi","10.3233/978-1-61499-921-8-205","https://doi.org/10.3233/978-1-61499-921-8-205","conf/efmi-stc/SadkiBGS18","","205-209","","Semantically Structured Web Form and Data Storage - A Generic Ontology-Driven Approach Applied to Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/efmi-stc/SadkiBGS18","EFMI-STC","","2018","URL#566356"
"566359","2","20/4329","Jacques Bouaud","10.3233/978-1-61499-921-8-190","https://doi.org/10.3233/978-1-61499-921-8-190","conf/efmi-stc/SeroussiLMLSGB18","","190-194","","Implementing Guideline-Based, Experience-Based, and Case-Based Approaches to Enrich Decision Support for the Management of Breast Cancer Patients in the DESIREE Project.","Conference and Workshop Papers","https://dblp.org/rec/conf/efmi-stc/SeroussiLMLSGB18","EFMI-STC","","2018","URL#566359"
"567742","2","228/9881","Lai M. Looi","10.1109/EMBC.2018.8512386","https://doi.org/10.1109/EMBC.2018.8512386","conf/embc/JamaluddinFALKT18","","632-635","","Cell Classification in ER-Stained Whole Slide Breast Cancer Images Using Convolutional Neural Network.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/JamaluddinFALKT18","EMBC","","2018","URL#567742"
"567970","2","34/9606","Xubo Song","10.1109/EMBC.2018.8512301","https://doi.org/10.1109/EMBC.2018.8512301","conf/embc/MachireddyTHS18","","682-685","","Analysis of DCE-MRI for Early Prediction of Breast Cancer Therapy Response.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/MachireddyTHS18","EMBC","","2018","URL#567970"
"568290","2","50/7142","Chang-Hee Won","10.1109/EMBC.2018.8513437","https://doi.org/10.1109/EMBC.2018.8513437","conf/embc/SaleheenGRCPW18","","4969-4972","","Smartphone-based Compression-Induced Scope with Temperature Sensor for Inflammatory Breast Cancer Screening.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/SaleheenGRCPW18","EMBC","","2018","URL#568290"
"582863","2","216/8129","Jon Kerexeta","10.1109/HEALTHCOM.2018.8531192","https://doi.org/10.1109/HealthCom.2018.8531192","conf/healthcom/LarburuAMAK18","","1-6","","Exploring Breast Cancer Patterns for Different Outcomes using Artificial Intelligence.","Conference and Workshop Papers","https://dblp.org/rec/conf/healthcom/LarburuAMAK18","HealthCom","","2018","URL#582863"
"582864","2","216/8129","Jon Kerexeta","10.1109/HEALTHCOM.2018.8531099","https://doi.org/10.1109/HealthCom.2018.8531099","conf/healthcom/LarburuMAAK18","","1-2","","DESIREE - a web-based software ecosystem for the personalized, collaborative and multidisciplinary management of primary breast cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/healthcom/LarburuMAAK18","HealthCom","","2018","URL#582864"
"582883","2","23/2797","Bart Jansen","10.1109/HEALTHCOM.2018.8531134","https://doi.org/10.1109/HealthCom.2018.8531134","conf/healthcom/PapavasileiouBT18","","1-5","","Towards a CAD System for Breast Cancer Based on Individual Microcalcifications?","Conference and Workshop Papers","https://dblp.org/rec/conf/healthcom/PapavasileiouBT18","HealthCom","","2018","URL#582883"
"582897","2","39/721","Hui Wang","10.1109/HEALTHCOM.2018.8531128","https://doi.org/10.1109/HealthCom.2018.8531128","conf/healthcom/SekarLMPSLGBMAW18","","1-6","","Intelligent Clinical Decision Support Systems for Patient-Centered Healthcare in Breast Cancer Oncology.","Conference and Workshop Papers","https://dblp.org/rec/conf/healthcom/SekarLMPSLGBMAW18","HealthCom","","2018","URL#582897"
"584282","2","23/6185","Yuanyuan Zhang","10.1109/HPCC/SMARTCITY/DSS.2018.00070","https://doi.org/10.1109/HPCC/SmartCity/DSS.2018.00070","conf/hpcc/QiaoJCZ18","","298-305","","Image and Text Fusion for Character-Based Breast Cancer Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/hpcc/QiaoJCZ18","HPCC/SmartCity/DSS","","2018","URL#584282"
"585822","2","190/5392","Mario I. Gutierrez","10.1109/I2MTC.2018.8409844","https://doi.org/10.1109/I2MTC.2018.8409844","conf/i2mtc/ManzanarezVLG18","","1-6","","Design and construction of applicator antennas for the breast cancer treatment.","Conference and Workshop Papers","https://dblp.org/rec/conf/i2mtc/ManzanarezVLG18","I2MTC","","2018","URL#585822"
"586541","2","28/11294","Bharat Gupta","10.1109/IC3.2018.8530572","https://doi.org/10.1109/IC3.2018.8530572","conf/ic3/GuptaG18a","","1-3","","An Ensemble Model for Breast Cancer Prediction Using Sequential Least Squares Programming Method (SLSQP).","Conference and Workshop Papers","https://dblp.org/rec/conf/ic3/GuptaG18a","IC3","","2018","URL#586541"
"587361","2","128/3105","Sonali Agarwal","10.1109/ICACCI.2018.8554745","https://doi.org/10.1109/ICACCI.2018.8554745","conf/icacci/KaushikPSA18","","37-41","","Post-Surgical Survival Forecasting of Breast Cancer Patient - A Novel Approach.","Conference and Workshop Papers","https://dblp.org/rec/conf/icacci/KaushikPSA18","ICACCI","","2018","URL#587361"
"587525","2","212/9971","K. S. Krishnaveni","10.1109/ICACCI.2018.8554450","https://doi.org/10.1109/ICACCI.2018.8554450","conf/icacci/SanjayNMK18","","2437-2440","","A Data Mining Model To Predict Breast Cancer Using Improved Feature Selection Method On Real Time Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/icacci/SanjayNMK18","ICACCI","","2018","URL#587525"
"588333","2","80/7693","Xinghao Ding","10.1007/978-3-030-01421-6_11","https://doi.org/10.1007/978-3-030-01421-6_11","conf/icann/DuQZHD18","","109-116","","Breast Cancer Histopathological Image Classification via Deep Active Learning and Confidence Boosting.","Conference and Workshop Papers","https://dblp.org/rec/conf/icann/DuQZHD18","ICANN","","2018","URL#588333"
"590791","2","232/1603","William Duncan","","http://ceur-ws.org/Vol-2285/ICBO_2018_paper_57.pdf","conf/icbo/SawesiJD18","","","","An Ontology For Formal Representation Of Medication Adherence-Related Knowledge - Case Study In Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/icbo/SawesiJD18","ICBO","","2018","URL#590791"
"593462","2","180/2190","Xiaoshu Zhang","10.1007/978-3-030-00009-7_7","https://doi.org/10.1007/978-3-030-00009-7_7","conf/icccsec/CaoZ18","","71-78","","Research on Data Mining Method for Breast Cancer Case Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/icccsec/CaoZ18","ICCCS","","2018","URL#593462"
"596430","2","k/MauricevanKeulen","Maurice van Keulen","10.1109/ICDMW.2018.00111","https://doi.org/10.1109/ICDMW.2018.00111","conf/icdm/PathakRVGSK18","","732-739","","Automatic Structuring of Breast Cancer Radiology Reports for Quality Assurance.","Conference and Workshop Papers","https://dblp.org/rec/conf/icdm/PathakRVGSK18","ICDM Workshops","","2018","URL#596430"
"596771","2","74/4774","Sao-Jie Chen","10.1109/ICDSP.2018.8631788","https://doi.org/10.1109/ICDSP.2018.8631788","conf/icdsp/LiuLC18","","1-4","","Application of BSS Algorithms for Breast Cancer Detection.","Conference and Workshop Papers","https://dblp.org/rec/conf/icdsp/LiuLC18","DSL","","2018","URL#596771"
"598576","2","90/6959-4","Yuan Luo 0004","10.1109/ICHI.2018.00013","https://doi.org/10.1109/ICHI.2018.00013","conf/ichi/ZengRLECKL18","","44-52","","Using Clinical Narratives and Structured Data to Identify Distant Recurrences in Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/ichi/ZengRLECKL18","ICHI","","2018","URL#598576"
"598590","2","r/NasirRajpoot","Nasir M. Rajpoot","10.1007/978-3-319-93000-8_89","https://doi.org/10.1007/978-3-319-93000-8_89","conf/iciar/AwanKSLR18","","788-795","","Context-Aware Learning Using Transferable Features for Classification of Breast Cancer Histology Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/AwanKSLR18","ICIAR","","2018","URL#598590"
"598600","2","05/6554","Daniel Riccio","10.1007/978-3-319-93000-8_87","https://doi.org/10.1007/978-3-319-93000-8_87","conf/iciar/BrancatiFR18","","771-778","","Multi-classification of Breast Cancer Histology Images by Using a Fine-Tuning Strategy.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/BrancatiFR18","ICIAR","","2018","URL#598600"
"598602","2","99/2787","Robert Sabourin","10.1007/978-3-319-93000-8_88","https://doi.org/10.1007/978-3-319-93000-8_88","conf/iciar/CaoBHS18","","779-787","","Improve the Performance of Transfer Learning Without Fine-Tuning Using Dissimilarity-Based Multi-view Learning for Breast Cancer Histology Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/CaoBHS18","ICIAR","","2018","URL#598602"
"598605","2","177/5977","Alex Varghese","10.1007/978-3-319-93000-8_91","https://doi.org/10.1007/978-3-319-93000-8_91","conf/iciar/ChennamsettyPV18","","804-811","","Classification of Breast Cancer Histology Image using Ensemble of Pre-trained Neural Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/ChennamsettyPV18","ICIAR","","2018","URL#598605"
"598612","2","40/2124","Aurélio Campilho","10.1007/978-3-319-93000-8_86","https://doi.org/10.1007/978-3-319-93000-8_86","conf/iciar/FerreiraMSMS0C18","","763-770","","Classification of Breast Cancer Histology Images Through Transfer Learning Using a Pre-trained Inception Resnet V2.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/FerreiraMSMS0C18","ICIAR","","2018","URL#598612"
"598616","2","221/3420","Veronica Sanchez-Freire","10.1007/978-3-319-93000-8_93","https://doi.org/10.1007/978-3-319-93000-8_93","conf/iciar/GalalS18","","820-826","","Candy Cane - Breast Cancer Pixel-Wise Labeling with Fully Convolutional Densenets.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/GalalS18","ICIAR","","2018","URL#598616"
"598620","2","32/455","Amit Sethi","10.1007/978-3-319-93000-8_95","https://doi.org/10.1007/978-3-319-93000-8_95","conf/iciar/GolatkarAS18","","837-844","","Classification of Breast Cancer Histology Using Deep Learning.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/GolatkarAS18","ICIAR","","2018","URL#598620"
"598621","2","95/3736","Jun Liu","10.1007/978-3-319-93000-8_94","https://doi.org/10.1007/978-3-319-93000-8_94","conf/iciar/GuoDSZL18","","827-836","","Breast Cancer Histology Image Classification Based on Deep Neural Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/GuoDSZL18","ICIAR","","2018","URL#598621"
"598625","2","61/5367","Eric M. Gifford","10.1007/978-3-319-93000-8_105","https://doi.org/10.1007/978-3-319-93000-8_105","conf/iciar/HuangBDKDRG18","","923-930","","Automated Breast Cancer Image Classification Based on Integration of Noisy-And Model and Fully Connected Network.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/HuangBDKDRG18","ICIAR","","2018","URL#598625"
"598626","2","29/5883","Robertas Alzbutas","10.1007/978-3-319-93000-8_97","https://doi.org/10.1007/978-3-319-93000-8_97","conf/iciar/IesmantasA18","","853-860","","Convolutional Capsule Network for Classification of Breast Cancer Histology Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/IesmantasA18","ICIAR","","2018","URL#598626"
"598633","2","77/7977","Maximilian Baust","10.1007/978-3-319-93000-8_103","https://doi.org/10.1007/978-3-319-93000-8_103","conf/iciar/KohlWLBB18","","903-913","","Assessment of Breast Cancer Histology Using Densely Connected Convolutional Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/KohlWLBB18","ICIAR","","2018","URL#598633"
"598634","2","218/6749","Lahsen Boulmane","10.1007/978-3-319-93000-8_90","https://doi.org/10.1007/978-3-319-93000-8_90","conf/iciar/KoneB18","","796-803","","Hierarchical ResNeXt Models for Breast Cancer Histology Image Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/KoneB18","ICIAR","","2018","URL#598634"
"598637","2","221/3402","Scotty Kwok","10.1007/978-3-319-93000-8_106","https://doi.org/10.1007/978-3-319-93000-8_106","conf/iciar/Kwok18","","931-940","","Multiclass Classification of Breast Cancer in Whole-Slide Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/Kwok18","ICIAR","","2018","URL#598637"
"598644","2","46/2440","Chunliang Wang","10.1007/978-3-319-93000-8_85","https://doi.org/10.1007/978-3-319-93000-8_85","conf/iciar/MahbodEESW18","","754-762","","Breast Cancer Histological Image Classification Using Fine-Tuned Deep Network Fusion.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/MahbodEESW18","ICIAR","","2018","URL#598644"
"598654","2","126/0692","Hassan Aqeel Khan","10.1007/978-3-319-93000-8_99","https://doi.org/10.1007/978-3-319-93000-8_99","conf/iciar/NawazATK18","","869-876","","Classification Of Breast Cancer Histology Images Using ALEXNET.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/NawazATK18","ICIAR","","2018","URL#598654"
"598655","2","42/3732","Mehran Ebrahimi","10.1007/978-3-319-93000-8_81","https://doi.org/10.1007/978-3-319-93000-8_81","conf/iciar/NazeriAE18","","717-726","","Two-Stage Convolutional Neural Network for Breast Cancer Histology Image Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/NazeriAE18","ICIAR","","2018","URL#598655"
"598667","2","199/8999","Alexandr A. Kalinin","10.1007/978-3-319-93000-8_83","https://doi.org/10.1007/978-3-319-93000-8_83","conf/iciar/RakhlinSIK18","","737-744","","Deep Convolutional Neural Networks for Breast Cancer Histology Image Analysis.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/RakhlinSIK18","ICIAR","","2018","URL#598667"
"598669","2","07/4597","Irene Fondón","10.1007/978-3-319-93000-8_101","https://doi.org/10.1007/978-3-319-93000-8_101","conf/iciar/SarmientoF18","","887-894","","Automatic Breast Cancer Grading of Histological Images Based on Colour and Texture Descriptors.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/SarmientoF18","ICIAR","","2018","URL#598669"
"598678","2","50/3969","Xiaohui Xie","10.1007/978-3-319-93000-8_104","https://doi.org/10.1007/978-3-319-93000-8_104","conf/iciar/VangCX18","","914-922","","Deep Learning Framework for Multi-class Breast Cancer Histology Image Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/VangCX18","ICIAR","","2018","URL#598678"
"598680","2","131/7133","Andreas K. Maier","10.1007/978-3-319-93000-8_92","https://doi.org/10.1007/978-3-319-93000-8_92","conf/iciar/VesalRDEM18","","812-819","","Classification of Breast Cancer Histology Images Using Transfer Learning.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/VesalRDEM18","ICIAR","","2018","URL#598680"
"598683","2","36/3855","Eric P. Xing","10.1007/978-3-319-93000-8_84","https://doi.org/10.1007/978-3-319-93000-8_84","conf/iciar/WangDDRX18","","745-753","","Classification of Breast Cancer Histopathological Images using Convolutional Neural Networks with Hierarchical Loss and Global Pooling.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/WangDDRX18","ICIAR","","2018","URL#598683"
"598685","2","221/3410","Jiannan Fang","10.1007/978-3-319-93000-8_96","https://doi.org/10.1007/978-3-319-93000-8_96","conf/iciar/WangSMF18","","845-852","","Breast Cancer Microscope Image Classification Based on CNN with Image Deformation.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciar/WangSMF18","ICIAR","","2018","URL#598685"
"598821","2","64/2433","Xiaolong Zhang","10.1007/978-3-319-95933-7_6","https://doi.org/10.1007/978-3-319-95933-7_6","conf/icic/LiuZ18","","44-53","","Breast Cancer Medical Image Analysis Based on Transfer Learning Model.","Conference and Workshop Papers","https://dblp.org/rec/conf/icic/LiuZ18","ICIC","","2018","URL#598821"
"598950","2","21/9687","Xu-Qing Tang","10.1007/978-3-319-95933-7_33","https://doi.org/10.1007/978-3-319-95933-7_33","conf/icic/ZhaoT18","","265-271","","Screening of Pathological Gene in Breast Cancer Based on Logistic Regression.","Conference and Workshop Papers","https://dblp.org/rec/conf/icic/ZhaoT18","ICIC","","2018","URL#598950"
"600004","2","255/8033","João A. M. Santos","10.1109/ICIP.2018.8451510","https://doi.org/10.1109/ICIP.2018.8451510","conf/icip/DominguesAS18","","1378-1382","","Bi-Rads Classification of Breast Cancer - A New Pre-Processing Pipeline for Deep Models Training.","Conference and Workshop Papers","https://dblp.org/rec/conf/icip/DominguesAS18","ICIP","","2018","URL#600004"
"603779","2","05/4939","Ratnesh Sahay","10.1109/ICMLA.2018.00059","https://doi.org/10.1109/ICMLA.2018.00059","conf/icmla/JhaVKMRS18","","351-358","","Deep Convolution Neural Network Model to Predict Relapse in Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/icmla/JhaVKMRS18","ICMLA","","2018","URL#603779"
"603781","2","l/SimoneALudwig","Simone A. Ludwig","10.1109/ICMLA.2018.00202","https://doi.org/10.1109/ICMLA.2018.00202","conf/icmla/KabirL18","","1243-1248","","Classification of Breast Cancer Risk Factors Using Several Resampling Approaches.","Conference and Workshop Papers","https://dblp.org/rec/conf/icmla/KabirL18","ICMLA","","2018","URL#603781"
"604092","2","206/7300","Abien Fred M. Agarap","10.1145/3184066.3184080","https://doi.org/10.1145/3184066.3184080","conf/icmlsc/Agarap18","","5-9","","On breast cancer detection - an application of machine learning algorithms on the Wisconsin diagnostic dataset.","Conference and Workshop Papers","https://dblp.org/rec/conf/icmlsc/Agarap18","ICMLSC","","2018","URL#604092"
"606517","2","90/514","Jun Xu","10.1109/ICPR.2018.8546192","https://doi.org/10.1109/ICPR.2018.8546192","conf/icpr/MaSLGX18","","3892-3897","","A Novel Two-Stage Deep Method for Mitosis Detection in Breast Cancer Histology Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/icpr/MaSLGX18","ICPR","","2018","URL#606517"
"606920","2","s/LindaGShapiro","Linda G. Shapiro","10.5220/0006550600600068","https://doi.org/10.5220/0006550600600068","conf/icpram/MercanMBWES18","","60-68","","Automated Diagnosis of Breast Cancer and Pre-invasive Lesions on Digital Whole Slide Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/icpram/MercanMBWES18","ICPRAM","","2018","URL#606920"
"617277","2","80/10129","Zuhaira Muhammad Zain","10.1007/978-3-319-73888-8_16","https://doi.org/10.1007/978-3-319-73888-8_16","conf/ihsi/Zain18","","95-101","","Evaluation of the Quality of Internet Breast Cancer Information - Fuzzy VIKOR Approach.","Conference and Workshop Papers","https://dblp.org/rec/conf/ihsi/Zain18","IHSI","","2018","URL#617277"
"618561","2","53/1114","Sun Kim","10.24963/IJCAI.2018/490","https://doi.org/10.24963/ijcai.2018/490","conf/ijcai/RheeSK18","","3527-3534","","Hybrid Approach of Relation Network and Localized Graph Convolutional Filtering for Breast Cancer Subtype Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/ijcai/RheeSK18","IJCAI","","2018","URL#618561"
"619247","2","62/300","Alioune Ngom","10.1109/IJCNN.2018.8489659","https://doi.org/10.1109/IJCNN.2018.8489659","conf/ijcnn/JubairRN18","","1-9","","Identifying suutype specific network-Uiomarkers of breast cancer survivauility.","Conference and Workshop Papers","https://dblp.org/rec/conf/ijcnn/JubairRN18","IJCNN","","2018","URL#619247"
"619966","2","226/1233","Krzysztof Hrynczenko","10.1007/978-3-319-98557-2_49","https://doi.org/10.1007/978-3-319-98557-2_49","conf/incos/NalepaPMH18","","526-534","","Multi-scale Voting Classifiers for Breast-Cancer Histology Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/incos/NalepaPMH18","INCoS","","2018","URL#619966"
"620785","2","166/9834","Henry Costa Ungaro","10.1109/INISTA.2018.8466280","https://doi.org/10.1109/INISTA.2018.8466280","conf/inista/AmaralTANU18","","1-6","","Paraconsistent Extractor of Mammographic Images Applied in the Process of Diagnosis of Breast Cancer Assisted by Computer.","Conference and Workshop Papers","https://dblp.org/rec/conf/inista/AmaralTANU18","INISTA","","2018","URL#620785"
"625484","2","17/3134","María J. Ledesma-Carbayo","10.1109/ISBI.2018.8363690","https://doi.org/10.1109/ISBI.2018.8363690","conf/isbi/AlfanoGFCZCLSPC18","","788-791","","Tumor localization using prone to supine surface based registration for breast cancer surgical planning.","Conference and Workshop Papers","https://dblp.org/rec/conf/isbi/AlfanoGFCZCLSPC18","ISBI","","2018","URL#625484"
"625588","2","220/1350","H. Rivaz","10.1109/ISBI.2018.8363855","https://doi.org/10.1109/ISBI.2018.8363855","conf/isbi/HashemiFBTKR18","","1491-1495","","Ultrasound elastography of breast cancer-related lymphedema.","Conference and Workshop Papers","https://dblp.org/rec/conf/isbi/HashemiFBTKR18","ISBI","","2018","URL#625588"
"625785","2","214/8590","Piotr Kedzierawski","10.1109/ISBI.2018.8363548","https://doi.org/10.1109/ISBI.2018.8363548","conf/isbi/WodzinskiSCKK18","","173-176","","Volume regularization in explicit image registration used for breast cancer bed localization.","Conference and Workshop Papers","https://dblp.org/rec/conf/isbi/WodzinskiSCKK18","ISBI","","2018","URL#625785"
"625786","2","69/2417","Karl Rohr","10.1109/ISBI.2018.8363643","https://doi.org/10.1109/ISBI.2018.8363643","conf/isbi/WollmannER18","","582-585","","Adversarial domain adaptation to improve automatic breast cancer grading in lymph nodes.","Conference and Workshop Papers","https://dblp.org/rec/conf/isbi/WollmannER18","ISBI","","2018","URL#625786"
"627327","2","239/9924","Yanggeling Zhang","10.1109/ISCID.2018.00007","https://doi.org/10.1109/ISCID.2018.00007","conf/iscid/HeRLWWYZYZ18","","3-6","","Combining Deep Learning with Traditional Features for Classification and Segmentation of Pathological Images of Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/iscid/HeRLWWYZYZ18","ISCID","","2018","URL#627327"
"629515","2","43/2204","Nizar Bouguila","10.1109/ISIVC.2018.8709214","https://doi.org/10.1109/ISIVC.2018.8709214","conf/isivc/GrajaAB18","","215-220","","Breast Cancer Diagnosis using Quality Control Charts and Logistic Regression.","Conference and Workshop Papers","https://dblp.org/rec/conf/isivc/GrajaAB18","ISIVC","","2018","URL#629515"
